SKU,Descripción,Stock
1SFA611621R1013,MLBL-01Y Bloque con LED integrado amarillo 24 Vca/cd,116
1SFA611621R1014,MLBL-01L Bloque con LED integrado azul 24 Vca/cd,1
1SFA611621R1015,MLBL-01W Bloque con LED integrado Blanco 24 Vca/cd,10
1SFA611621R1041,MLBL-04R Bloque con LED integrado rojo  110-130 Vca,161
1SFA611621R1042,MLB-04G LED VERDE 120VCA,64
1SFA611621R1043,MLBL-04Y Bloque con LED integrado amarillo  110-130 Vca,38
1SFA611621R1045,MLBL-04W Bloque con LED integrado Blanco  110-130 Vca,31
1SFA611621R1051,MLBL-05R Bloque LED p/Botón/Luz piloto,85
1SFA611621R1052,BLOQUE CON LED INTEGRADO  VERDE 110-130VCC  ILUMINADO MLBL-05G  MONTAJE FRONTAL,30
1SFA611621R1053,BLOQUE CON LED INTEGRADO  AMARILLO 110-130VCC  ILUMINADO MLBL-05Y  MONTAJE FRONTAL,30
1SFA611621R1071,MLBL-07R Bloque con LED integrado rojo 230 Vca,236
1SFA611621R1072,MLBL-07G Bloque con LED integrado verde 230 Vca,137
1SFA611621R1073,MLBL-07Y Bloque con LED integrado amarillo 230 Vca,67
1SFA611621R1075,MLBL-07W Bloque con LED integrado Blanco 230 Vca,45
1SFA611811R1000,MEP1-0 BOTONERA VACIA 1 HUECO  ABB,107
1SFA611812R1000,MEP2-0 Botonera Plástica Gris 2 Orificios IP66  NEMA 1  3R  4  4X  12  13 Serie Mod/Comp  agregar Placa leyenda,100
1SFA611813R1000,MEP3-0 Botonera Plástica Gris 3 Orificios IP66  NEMA 1  3R  4  4X  12  13 Serie Mod/Comp  agregar Placa leyenda,71
1SFA611814R1000,MEP4-0 Botonera Plástica Gris 4 Orificios IP66  NEMA 1  3R  4  4X  12  13 Serie Mod/Comp  agregar Placa leyenda,29
1SFA611821R1000,MEPY1-0 Botonera Plástica Gris-amarillo 1 Orificio IP66  NEMA 1  3R  4  4X  12  13 Serie Mod/Comp,101
1SFA611920R8015,MA1-8015 Llave p/tuerca Botones 22mm nuevo codigo,34
1SFA611920R8052,MA1-8052 Membrana transparente de silicon p/botón rasante,40
1SFA611920R8053,MA1-8053 Guarda Amarilla plástico p/Botonera y Botones en tablero,25
1SFA611920R8130,MA1-8130 Tapa Negra 22m,40
1SFA611920R8136,BLANKING PLUG#MA1-8136,20
1SFA611930R1002,MA6-1002 Placa leyenda Gris p/Botonera 2 orificios  Aluminio+plástico  sin texto,35
1SFA611930R1003,MA6-1003 Placa leyenda Gris p/Botonera 3 orificios  Aluminio+plástico  sin texto,32
1SFA611930R1004,MA6-1004 Placa leyenda Gris p/Botonera 3 orificios  Aluminio+plástico  sin texto,35
1SFA611930R1022,"MA6-1022 Placa leyenda amarilla p/Botonera 1 orificio  Aluminio  texto ""PARADA DE EMERGENCIA""",45
1SFA616070R3051,KL70-305R Módulo torreta Permanente rojo 24 Vca/cd LED integrado,21
1SFA616070R3052,KL70-305G Módulo torreta Permanente verde 24 Vca/cd LED integrado,20
1SFA616070R3053,KL70-305Y Módulo torreta Permanente amarillo 24 Vca/cd LED integrado,21
1SFA616070R3054,KL70-305L Módulo torreta,17
1SFA616070R3062,KL70-306G Módulo torreta Intermitente verde 24 Vca/cd LED integrado,2
1SFA616070R3063,KL70-306Y Módulo torreta Intermitente amarillo 24 Vca/cd LED integrado,14
1SFA616070R3064,KL70-306L Módulo torreta Intermitente azul 24 Vca/cd LED integrado,16
1SFA616070R3421,KL70-342R Módulo torreta Intermitente rojo  115 Vca LED integrado,14
1SFA616070R3422,KL70-342G Módulo torreta Intermitente verde  115 Vca LED integrado,15
1SFA616070R3423,KL70-342Y Módulo torreta Intermitente amarillo  115 Vca LED integrado,15
1SFA616070R3424,KL70-342L Módulo torreta Intermitente azul  115 Vca LED integrado,15
1SFA616070R4011,KL70-401R Módulo torreta Permanente rojo 12-240 Vca/cd agregar bulbo LED,20
1SFA616070R4012,KL70-401G Módulo torreta Permanente verde 12-240 Vca/cd agregar bulbo LED,21
1SFA616070R4013,KL70-401Y Módulo torreta Permanente amarillo 12-240 Vca/cd agregar bulbo LED,17
1SFA616070R4014,KL70-401L Módulo torreta Permanente azul 12-240 Vca/cdAgregar bulbo LED,15
1SFA616071R3001,KB70-3001 Elemento Buzzer,17
1SFA616071R3101,KB70-3101 Módulo torreta audible tipo zumbador 85 dB  pulsante/continuo  volumen no ajustable  115 Vcd,18
1SFA616073R1104,KS70-1104 Módulo torreta audible tipo sirena 8 tonos diferentes  100dB volumen ajustable  115 Vca,12
1SFA616077R1001,KA70-1001 Base torreta caja conexión inferior salida lateral incluye glándula,5
1SFA616077R1011,KA70-1011 Base torreta plástica Mtje vertical incluye tubo 110mm  agregar caja de conexiones,4
1SFA616077R1013,KA70-1013 Base para tubo,7
1SFA616077R1021,KA70-1021 Tubo,7
1SFA616077R1033,KA70-1033 Base lateral p/tubo torreta,6
1SFA616160R1014,KPR1-101L Botón reset,10
1SFA616162R1014,KPR3-101L Botón reset,27
1SFA616162R1015,"KPR3-101W Botón reset con varilla 185mm  mica blanca  marcado ""R"" Serie compacta",39
1SFA616920R8021,KA1-8021 Bisel metálico cromado p/pulsador 22mm  Serie Modular,109
1SFA616920R8029,KA1-8029 Adaptador 30mm plástico negro Serie compacta y modular,60
1SFA616920R8030,KA1-8030 Adaptador 30mm cromado Serie compacta y modular,60
1SFA616920R8120,KA1-8120 Porta-etiqueta universal botón/lámpara  plástico negro,258
1SFA616920R8121,KA1-8121 Etiqueta/Placa leyenda Universal Aluminio  sin texto p/botón/lámpara Colocar en porta-etiqueta KA1-8120,253
1SFA619100R1012,CP1-10G-10 Botón pulsador verde momentáneo no ilum rasante 1NO Serie compacta,276
1SFA619100R1041,CP1-10R-01 Botón pulsador rojo momentáneo no ilum rasante 1NC Serie compacta,440
1SFA619100R1071,CP1-10R-11 Botón pulsador rojo momentáneo no ilum rasante 1NO+1NC Serie compacta,37
1SFA619100R1072,CP1-10G-11 Botón pulsador verde momentáneo no ilum rasante 1NO+1NC Serie compacta,60
1SFA619100R1112,CP1-11G-10 Botón pulsador verde 24 Vca/cd ilum. momentáneo rasante 1NO Serie compacta,72
1SFA619100R1141,CP1-11R-01 Botón pulsador rojo 24 Vca/cd ilum. momentáneo rasante 1NC Serie compacta,57
1SFA619100R1212,CP1-12G-10 Botón pulsador verde 100-130 Vca/cd momentáneo ilum. rasante 1NO Serie compacta,98
1SFA619100R1213,CP1-12Y-10 Botón pulsador amarillo 100-130 Vca/cd momentáneo ilum. rasante 1NO Serie compacta,28
1SFA619100R1241,CP1-12R-01 Botón pulsador rojo 100-130 Vca/cd momentáneo ilum. rasante 1NC Serie compacta,106
1SFA619100R1312,CP1-13G-10 Botón pulsador verde 220 Vca/cd momentáneo ilum. rasante 1NO Serie compacta,29
1SFA619100R1341,CP1-13R-01 Botón pulsador rojo 220 Vca/cd momentáneo ilum. rasante 1NC Serie compacta,39
1SFA619101R1012,CP2-10G-10 Botón pulsador,14
1SFA619200R1016,C2SS1-10B-10 Switch selector negro 2 pos. fijas no ilum. maneta corta 1NC Serie compacta,15
1SFA619200R1076,C2SS1-10B-11 Switch selector negro 2 pos. fijas no ilum. maneta corta 1NO+1NC Serie compacta,105
1SFA619201R1016,C2SS2-10B-10 Switch selector negro 2 pos. fijas no ilum. maneta corta 1NO Serie compacta,68
1SFA619210R1026,C3SS1-10B-20 Switch selector negro 3 pos.fijas no ilum. maneta corta 2NO Serie compacta,318
1SFA619210R3026,C3SS1-30B-20 Switch selector negro 3 pos. fijas no ilum. maneta corta 2NO  Bisel Cromo-Metal  Serie compacta,8
1SFA619403R5011,CL2-501R new Luz piloto compacta roja LE,10
1SFA619403R5012,CL2-501G new Luz piloto compacta verde L,10
1SFA619403R5021,CL2-502R new Luz piloto compacta roja 24Vca/cd LED reemplaza 1SFA619402R5021,154
1SFA619403R5022,CL2-502G new Luz piloto compacta verde 24 Vca/cd LED reemplaza 1SFA619402R5022,142
1SFA619403R5023,CL2-502Y new Luz piloto compacta amarillo 24 Vca/cd LED reemplaza 1SFA619402R5023,55
1SFA619403R5024,CL2-502L new Luz piloto compacta azul 24 Vca/cd LED reemplaza 1SFA619402R5024,80
1SFA619403R5131,CL2-513R new Luz piloto compacta rojo LED 110-130 Vca reemplaza 1SFA619402R5131,353
1SFA619403R5132,CL2-513G new Luz piloto compacta verde LED 110-130 Vca reemplaza 1SFA619402R5132,246
1SFA619403R5133,CL2-513Y new Luz piloto compacta amarillo LED 110-130 Vca reemplaza 1SFA619402R5133,168
1SFA619403R5134,CL2-513L new Luz piloto compacta azul LED 110-130 Vca reemplaza 1SFA619402R5134,28
1SFA619403R5153,CL2-515Y new Luz piloto compacta amarillo LED 110-130 Vcd reemplaza 1SFA619402R5153,38
1SFA619403R5231,CL2-523R new Luz piloto compacta rojo LED 230 Vca reemplaza 1SFA619402R5231,311
1SFA619403R5232,CL2-523G new Luz piloto compacta verde LED 230 Vca reemplaza 1SFA619402R5232,310
1SFA619403R5233,CL2-523Y new Luz piloto compacta amarillo LED 230 Vca reemplaza 1SFA619402R5233,170
1SFA619403R5234,CL2-523L new Luz piloto compacta azul LED 230 Vca reemplaza 1SFA619402R5234,85
1SFA619550R1041,CE4T-10R-01 Botón hongo Paro Emerg. rojo Girar/restablecer no ilum 40 mm 1NC Serie compacta,60
1SFA619550R1051,CE4T-10R-02 Botón hongo Paro Emerg. rojo Girar/restablecer no ilum 40 mm  incluye 2NC  Serie compacta,158
1SFA619550R1071,CE4T-10R-11 Botón hongo Paro Emerg. rojo Girar/restablecer no ilum 40 mm 1NC+1NO Serie compacta,2
1SFA619821R2001,"CEPY1-2001 Botonera Amarilla Paro Emergencia c/ guarda  incluye Botón hongo 2NC ""girar/restablecer""",4
1SFA896106R7000,PSR12-600-70,11
1SFA896107R7000,PSR16-600-70,10
1SFA896108R7000,PSR25-600-70,9
1SFA896109R7000,PSR30-600-70,11
1SFA896110R7000,PSR37-600-70,9
1SFA896111R7000,PSR45-600-70,10
1SFA896112R7000,PSR60-600-70,12
1SFA896113R7000,PSR72-600-70,18
1SFA896114R7000,PSR85-600-70,9
1SFA896115R7000,PSR105-600-70,9
1SFA896211R1001,PSR16-MS116,10
1SFA896212R1001,PSR30-MS132,8
1SFA896216R1001,PSR45-MS165,10
1SFA897100R1001,PSEEK,3
1SFA897104R7000,PSE37-600-70,2
1SFA897105R7000,PSE45-600-70,2
1SFA897106R7000,PSE60-600-70,9
1SFA897107R7000,PSE72-600-70,8
1SFA897108R7000,PSE85-600-70,5
1SFA897109R7000,PSE105-600-70,7
1SFA897110R7000,PSE142-600-70,7
1SFA897111R7000,PSE170-600-70,7
1SFA897113R7001,PSE250-600-70-1,2
1SFA897114R7001,PSE300-600-70-1,1
1SFA897115R7001,PSE370-600-70-1,1
1SFA898105R7000,PSTX45-600-70,2
1SFA898109R7000,PSTX105-600-70,4
1SFA898110R7000,PSTX142-600-70,3
1SFA898111R7000,PSTX170-600-70,2
1SFA898112R7000,PSTX210-600-70,5
1SFA898114R7000,PSTX300-600-70,3
1SFA898115R7000,PSTX370-600-70,3
1SFA899314R1001,PSCA-1,5
1SFL427001R1111,CONTACTOR#AF116-30-11-11#24-60V,10
1SFL427001R1311,CONTACTOR#AF116-30-11-13#100-250V,14
1SFL427001R1411,CONTACTOR#AF116-30-11-14#250-500V,22
1SFL447001R1111,CONTACTOR#AF140-30-11-11#24-60V,22
1SFL447001R1311,CONTACTOR#AF140-30-11-13#100-250V,2
1SFL447001R1411,CONTACTOR#AF140-30-11-14#250-500V,14
1SFL487002R1100,CONTACTOR#AF190-30-00-11#24-60V,20
1SFL487002R1300,CONTACTOR#AF190-30-00-13#100-250V,13
1SFL487002R1311,CONTACTOR#AF190-30-11-13#100-250V,3
1SFL487002R1411,CONTACTOR#AF190-30-11-14#250-500V,10
1SFL527002R1111,CONTACTOR#AF205-30-11-11#24-60V,11
1SFL527002R1311,CONTACTOR#AF205-30-11-13#100-250V,22
1SFL527002R1411,CONTACTOR#AF205-30-11-14#250-500V,1
1SFL547002R1311,CONTACTOR#AF265-30-11-13#100-250V,6
1SFL547002R1411,CONTACTOR#AF265-30-11-14#250-500V,1
1SFL577001R7000,CONTACTOR#AF400-30-00#100-250V,2
1SFL577001R7011,CONTACTOR#AF400-30-11#100-250V,4
1SFL587002R1311,CONTACTOR#AF305-30-11-13#100-250V,10
1SFL597001R7000,CONTACTOR#AF460-30-00#100-250V,2
1SFL597001R7011,CONTACTOR#AF460-30-11#100-250V,5
1SFL607002R1311,CONTACTOR#AF370-30-11-13#100-250V,9
1SFL617001R7011,CONTACTOR#AF580-30-11#100-250V,5
1SFL637001R7011,CONTACTOR#AF750-30-11#100-250V,7
1SFN010720R1011,Auxiliary Contact Block CAL18-11,21
1SFN010720R3311,AUX. CONTACT#CAL18-11B,4
1SFN010820R1011,AUX. CONT. BLOCK#CAL19-11,58
1SFN010820R3311,AUX. CONT. BLOCK#CAL19-11B,4
1SFN030300R1000,Mech.interlock#VM19,76
1SFN035700R1000,MECH. INTERLOCK#VM750H,30
1SKA132002C1001,Protecta chapa & llave,10
1SKA141568C3001,Protecta Kit XT1,206
1SKA141568C3003,Protecta Kit XT3,34
1SKA143000C3002,Protecta kit termiales 250A,66
1SKA148000C1001,EPBKIT8C,87
1SKP804142C0051,Protecta Compact 12modulos,62
1SKP804142C6508,Protecta Plus 12 modulos,55
1SKP806142C0051,Protecta Compact 18modulos,64
1SKP806142C6508,Protecta Plus 18 modulos,68
1SKP808142C0051,Protecta Compact 24modulos,58
1SKP808142C6508,Protecta Plus 24 modulos,65
1SKP812142C0051,Protecta Compact 36modulos,65
1SKP812142C6508,Protecta Plus 36 modulos,29
1SKP816142C0051,Protecta Compact 48modulos,53
1SKP816142C6508,Protecta Plus 48 modulos,50
1SLM004100A1100,MISTRAL IP41F  4 Módulos  PO,23
1SLM004100A1200,MISTRAL IP41F  4 Módulos  PT,93
1SLM004100A1202,MISTRAL IP41F  8 Módulos  PT,63
1SLM004100A1204,MISTRAL IP41F  18 Módulos  PT,45
1SLM004100A1205,MISTRAL IP41F  24 Módulos  PT,30
1SLM004100A1208,MISTRAL IP41F  48 Módulos  PT,34
1SLM004100A1209,MISTRAL IP41F  54 Módulos  PT,20
1SLM004100A1210,MISTRAL IP41F  72 Módulos  PT,18
1SLM004100A1931,Cerradura con Llave MISTRAL41F,22
1SL0221A00,GEMINI Tamaño 1,9
1SL0222A00,GEMINI Tamaño 2,15
1SL0223A00,GEMINI Tamaño 3,7
1SL0224A00,GEMINI Tamaño 4,18
1SL0225A00,GEMINI Tamaño 5,6
1SL0226A00,GEMINI Tamaño 6,7
1SL0231A00,Puerta Opaca Tamaño 1,4
1SL0232A00,Puerta Opaca Tamaño 2,12
1SL0233A00,Puerta Opaca Tamaño 3,9
1SL0234A00,Puerta Opaca Tamaño 4,16
1SL0235A00,Puerta Opaca Tamaño 5,7
1SL0236A00,Puerta Opaca Tamaño 6,6
1SL0241A00,Puerta Transparente Tamaño 1,11
1SL0242A00,Puerta Transparente Tamaño 2,14
1SL0243A00,Puerta Transparente Tamaño 3,4
1SL0244A00,Puerta Transparente Tamaño 4,7
1SL0245A00,Puerta Transparente Tamaño 5,5
1SL0246A00,Puerta Transparente Tamaño 6,10
1SL0252A00,Puerta Interior Tamaño 2,8
1SL0256A00,Puerta interior para Gabinete GEMINI Tamaño 6,5
1SL0259A00,Platina Metálica Tamaño 1,2
1SL0260A00,Platina Metálica Tamaño 2,18
1SL0261A00,Platina Metálica Tamaño 3,47
1SL0262A00,Platina Metálica Tamaño 4,9
1SL0263A00,Platina Metálica Tamaño 5,9
1SL0264A00,Platina Metálica Tamaño 6,17
1SL0284A00,Bases Laterales Tamaño 2,22
1SL0285A00,Bases Laterales Tamaño 3 y 4,39
1SL0286A00,Bases Laterales Tamaño 5,6
1SL0287A00,Bases Laterales Tamaño 6,19
1SL0293A00,Riel DIN Tamaño 6,20
1SL0297A00,Platina 150 mm Tamaño 2 y 3,8
1SL0298A00,Platina 150 mm Tamaño 4 y 5,11
1SL0299A00,Platina 150 mm Tamaño 6,1
1SL0308A00,Riel DIN + Tapa Tamaño 2 y 3,1
1SL0309A00,Riel DIN + Tapa Tamaño 4 y 5,8
1SL0310A00,Riel DIN + Tapa Tamaño 6,20
1SL0325A00,Tapa 150 mm Tamaño 2 y 3,10
1SL0326A00,Tapa 150 mm Tamaño 4 y 5,10
1SL0327A00,Tapa 150 mm Tamaño 6,44
1SL0340A00,Cerradura Con Llave GEMINI,46
1SL0342A00,Soportes Fijación Muro GEMINI,29
1SL0351A00,Conjunto Anticondensación,11
1SL0373A00,Kit Tmax XT1 Tamaño 2 y 3,15
1SL0374A00,Kit Tmax XT1 Tamaño 4 y 5,14
1SL0375A00,Kit Tmax XT1 Tamaño 6,2
1SL0377A00,Kit Tmax XT3 Tamaño 4 y 5,2
1SL0378A00,Kit Tmax XT3 Tamaño 6,3
1SL0824A00,Caja IP55  160x135x77  KO,68
1SL0826A00,Caja IP55  220x170x80  KO,82
1SL0828A00,Caja IP55  310x240x110  KO,21
1SL0830A00,Caja IP55  160x135x150  KO,21
1SL0832A00,Caja IP55  220x170x150  KO,17
1SL0856A00,Caja IP55 220x170x80,10
1SL0878A00,Caja IP65 310x240x110  TR,5
1SL0880A00,Caja IP65  160x135x150  TR,17
1SL1200A00,MISTRAL 1P 65 4 MODULOS,128
1SL1201A00,MISTRAL IP65  8 Módulos  PT,154
1SL1202A00,65P12X12 Consumer Unit,32
1SL1203A00,MISTRAL IP65  18 Módulos  PT,95
1SL1204A00,MISTRAL IP65  24 Módulos  PT,31
1SL1205A00,MISTRAL IP65  36 Módulos  PT2F,20
1SL1206A00,MISTRAL IP65  36 Módulos  PT3F,19
1SL1207A00,MISTRAL IP65  48 Módulos  PT,14
1SL1208A00,MISTRAL IP65  54 Módulos  PT,12
1SL1209A00,MISTRAL IP65  72 Módulos  PT,27
1SL1927A00,Juego Fijación Muro MISTRAL65,67
1SL1929A00,Cubremódulos 12M MISTRAL65,67
1SL1931A00,Cerradura con Llave MISTRAL65,40
1SL2402A00,Cubrebornes IP40  2 Módulos,72
1SL2404A00,Cubrebornes IP40  4 Módulos,18
1SL2406A00,Cubrebornes IP40  6 Módulos,22
1SNA179535R2300,,1
1SNA400711R0600,PC8-R1 puente lateral Black,8
1SNK505910R0000,ES4 TAPA FINAL PCLEMA ZS4-ZS1,38
1SNK508150R0000,CLEMA DE TIERRA 8MM AWG/6MM2 VERDE-AMARI,12
1SNK508311R0000,ZS10-ST-T4,48
1SNK526010R0000,ZS95 CLEMAS DE TIERRA C VERDE-AMARILLO ZS70-P,6
1SNK531010R0000,Screw Clamp Terminal Block  Feed-Through  Gray  Product Spacing 31 mm [1.22 in]  2 Position  DIN Rail  -55 – 110 °C [-67 – 230 °F],21
1SNK900001R0000,ENTRELEC Tope de retención BAM3,85
1SNK900652R0000,SC-JB8-2,18
1SNK905310R0000,JB5-10 PUENTE DE ENLACE PZS4,8
1SNL308010R0000,BLOQUE DISTRIBUCION 80A  1500V,46
1SNL316010R0000,BLOQUE DE DISTRIBUCION 160 AMP 1 POLO,157
1SNL325010R0000,BLOQUE DE DISTRIBUCION DBL250,3
1SPE007715F0731,CONECTOR N 316MM+325MM,265
1SPE007715F0732,CONECTOR N 516MM + 625 MM,1
1SPE007715F0733,CONECTOR N 716 MM +925 MM,159
1SPE007715F0741,CONECTOR T 316MM+325MM,267
1SPE007715F0742,CONECTOR T 516 MM +625 MM,2
1SPE007715F0743,Conector T 7*16mm²+9*25mm²,152
1SPE007715F0751,SOPORTE N Y T8 M D,263
1SPE007715F0752,SOPORTE N Y T  12 M,45
1SPE007715F0753,Soporte N y T  18 Mód,573
1SVR405521R3100,CR-S012/024VADC1SS base de montaje 12-24 V ca/cd conex. Tornillo,2
1SVR405541R3110,CR-S024VADC1CRS Relevador encapsulado/Interface 6.2mm Relé Interface Completo 24 Vca/cd 1 c/o 6 A,106
1SVR405541R6110,CR-S110VADC1CRS Relevador encapsulado/Interface 6.2mm Relé Interface Completo 110 Vca/cd 1 c/o 6 A,35
1SVR405541R7110,CR-S230VADC1CRS Relevador encapsulado/Interface 6.2mm Relé Interface Completo 220 Vca/cd 1 c/o 6 A,10
1SVR405598R0900,CR-SJB20-BLACK Jumper bar,10
1SVR405600R1000,CR-P024DC1 Relevador PCB Alimentación 24 Vcd Con 1c/o  agregar base,28
1SVR405601R0000,CR-P024AC2 Relevador interface 2c/o  bobina 24Vca  output 8A,388
1SVR405601R1000,CR-P024DC2 Relevador PCB Alimentación 24 Vcd Con 2c/o agregar base,74
1SVR405601R3000,CR-P230AC2 Relevador PCB Alimentación 230 Vca Con 2c/o agregar base,138
1SVR405601R4000,CR-P012DC2 Relevador PCB Alimentación 12 Vcd Con 2c/o agregar base,165
1SVR405601R7000,CR-P110AC2 Relevador PCB Alimentación 110 Vca Con 2c/o agregar base,158
1SVR405611R3000,CR-M230AC2 Relevador encapsulado Miniatura Alimentación 230 Vca Con 2c/o,1
1SVR405611R8200,CR-M125DC2 Relevador interface 2c/o  bobina 125Vcd  output 12A,11
1SVR405612R4100,CR-M012DC3L Relevador interface 3c/o  bobina 12Vcd  output 10A  LED,2
1SVR405613R0000,CR-M024AC4 Relevador encapsulado Miniatura Alimentación 24 Vca Con 4 c/o,114
1SVR405613R1000,CR-M024DC4 Relevador encapsulado Miniatura Alimentación 24 Vcd Con 4 c/o,113
1SVR405613R1100,CR-M024DC4L Relevador encapsulado Miniatura Alimentación 24 Vcd Con 4 c/o con LED,11
1SVR405613R3000,CR-M230AC4 Relevador encapsulado Miniatura Alimentación 230 Vca Con 4 c/o,100
1SVR405613R4000,CR-M012DC4 Relevador interface 4c/o  bobina 12Vcd  output 6A,14
1SVR405613R7000,CR-M110AC4 Relevador encapsulado Miniatura Alimentación 110 Vca Con 4c/o,126
1SVR405621R0000,CR-U024AC2 Relevador Universal 24 Vca/2 c/o  8 pines,19
1SVR405621R1000,CR-U024DC2 Relevador Universal Alimentación 24 Vcd Con 2 c/o (8 pines),85
1SVR405621R1100,CR-U024DC2L Relevador interface 2c/o  bobina 24Vcd  output 10A  LED,50
1SVR405621R3000,CR-U230AC2 Relevador Universal Alimentación 230 Vca Con 2 c/o (8 pines),176
1SVR405621R4000,CR-U012DC2 Relevador Universal Alimentación 12 Vcd Con 2 c/o (8 pines),199
1SVR405621R4100,CR-U012DC2L Relevador interface 2c/o  bobina 12Vcd  output 10A  LED,24
1SVR405621R7000,CR-U110AC2 RELEVADOR 2C/O 110 VAC,672
1SVR405621R7100,CR-U110AC2L Relevador interface 2c/o  bobina 110Vca  output 10A  LED,50
1SVR405622R0000,CR-U024AC3 Relevador Universal Alimentación 24 Vca Con 3 c/o(11 Pines),70
1SVR405622R1000,CR-U024DC3 Relevador Universal Alimentación 24 Vcd Con 3 c/o(11 Pines),401
1SVR405622R1100,CR-U024DC3L Relevador interface 3c/o  bobina 24Vcd  output 10A  LED,45
1SVR405622R3000,CR-U230AC3 Relevador Universal Alimentación 230 Vca Con 3 c/o(11 Pines),82
1SVR405622R4000,CR-U012DC3 Relevador Universal Alimentación 12 Vcd Con 3 c/o(11 Pines),215
1SVR405622R4100,CR-U012DC3L Relevador interface 3c/o  bobina 12Vcd  output 10A  LED,40
1SVR405622R7000,CR-U110AC3 Relevador Universal Alimentación 110 Vca Con 3 c/o(11 Pines),490
1SVR405622R7100,CR-U110AC3L Relevador interface 3c/o  bobina 110Vca  output 10A  LED,48
1SVR405650R1000,CR-PSS base standar p/relé for 1c/o or 2c/o CR-P relays,484
1SVR405651R1000,CR-M2SS base standar p/relé for 2c/o CR-M relay,50
1SVR405651R2100,CR-M3LS base p/accs  p/relé for 3c/o CR-M relay,5
1SVR405651R3000,CR-M4SS base standar p/relé for 2c/o or 4c/o CR-M relay,402
1SVR405652R1000,CR-P/M 42V  Módulo LED verde p/ Relé Encapsulado Tipo PCB o Mini 6-24 V cd/ca,113
1SVR405654R1100,CR-P/M 92V Pluggable module LED green  110-230Vca/110Vcd,20
1SVR405655R1100,CR-P/M 92CV  Módulo LED verde p/ Relé Encapsulado Tipo PCB o Mini 120-230 V cd/ca,125
1SVR405655R4000,CR-P/M 62D Pluggable module varistor and LED red  24-60 Vca/cd,30
1SVR405659R0000,CR-PH  Holder p/ Relé Encapsulado Tipo Circuito Impreso,178
1SVR405659R1000,CR-MH  Holder p/ Relé Encapsulado Tipo Miniatura,122
1SVR405660R0000,CR-U3S  Base p/ Relé Encapsulado Tipo Universal   11 pines CR-U,117
1SVR405660R1100,CR-U3SM  Base compacta p/ Relé Encapsulado Tipo Universal  11 pines CR-U,4
1SVR405662R1000,CR-U 41V  Módulo p/ Relé Encapsulado,148
1SVR405664R1100,CR-U 91V  Módulo p/ Relé Encapsulado,148
1SVR405669R0000,CR-UH  Holder p/ Relé Encapsulado,148
1SVR405670R0000,BASE PARA RELEVADOR 2 C/0,75
1SVR405670R1100,CR-U2SM  Base compacta p/ Relé Encapsulado Tipo Universal  8 pines CR-U,621
1SVR427032R0000,CP-E 24/2.5 Fuente de poder Tipo Estandar 110-220 Vca / 24 Vcd 2.5 A 60 W,11
1SVR427032R1000,CP-E 12/2.5 Fuente de poder Tipo Estandar 110-220 Vca / 12 Vcd 2.5 A 30 W,7
1SVR427034R0000,CP-E 24/5.0 Fuente de poder Tipo Estandar 110-220 Vca / 24 Vcd 5.0 A 60 W,26
1SVR427035R0000,CP-E 24/10.0 Fuente de poder Tipo Estandar 110-220 Vca / 24 Vcd 10.0 A 240 W,13
1SVR427035R1000,CP-E 12/10.0 Fuente de poder Tipo Estandar 110-220 Vca /: 12Vcd/10A,9
1SVR427036R0000,CP-E 24/20.0 Fuente de poder Tipo Estandar 110-220 Vca / 24 Vcd 20.0 A 480 W,7
1SVR427043R0100,CP-D 24/1.3 Fuente de poder Tipo Modular 110-220 Vca / 24 Vcd 1.3 A 30,2
1SVR427043R1200,CP-D 12/2.1 Fuente de poder Tipo Modular 110-220 Vca / 12 Vcd 2.1 A 25 W,7
1SVR427044R0200,CP-D 24/2.5 Fuente de poder Tipo Modular 110-220 Vca / 24 Vcd 2.5 A 60 W,2
1SVR427045R0400,CP-D 24/4.2 Fuente de poder Tipo Modular 110-220 Vca / 24 Vcd 4.2 A 100 W,5
1SVR427054R0000,CP-T 24/5.0 Fuente de poder Tipo Trifasica 350-500 Vca / 24 Vcd 5.0 A 60 W,5
1SVR427055R0000,CP-T 24/10.0 Power supply In: 3x400-500VAC Out: 24VDC/10.0A,2
1SVR427056R0000,CP-T 24/20.0 Fuente de poder Tipo Trifasica 350-500 Vca / 24 Vcd 20.0 A 480 W,5
1SVR427057R0000,CP-T 24/40.0 Fuente de poder Tipo Trifasica 350-500 Vca / 24 Vcd 40.0 A 960 W,5
1SVR500020R0000,CT-MFD.12 Timer Relevador  multifunction 7 Func. 0-100 hrs  1c/o  24-240Vca 24-48Vcd,21
1SVR500020R1100,CT-MFD.21 Timer Relevador  multifunction 2c/o  12-240Vca/cd,46
1SVR500100R0000,TEMPORIZADOR CT ERD.12 E234 24-240V,10
1SVR500110R0000,CT-AHD.12 Timer Relevador  OFF-delay 1c/o  24-240Vca 24-48Vcd,21
1SVR500210R0100,CT-SAD.22 Timer Relevador estrella-delta 0.05 seg-10 min,13
1SVR730210R3300,CT-SDS.22 Timer estrella-delta 0.05 seg-10 min  24-240v ca/cd,5
1SVR730794R3300,Relevador Monitoreo redes Trifasic. 2c/o,1
1SVR730824R9300,CM-PFS.S Three-phase monitoring relay 2c/o  L1-L2-L3=200-500Vca 50/60Hz,10
